Restaurant_id,Url,Restaurant_name,Restaurant_type,Rating_average,Num_of_reviews,Phone,Price_level,Address,Latitude,Longitude,Crawl_date,Accessibility,Amenities,Atmosphere,Children,Crowd,Dining Options,From The Business,Highlights,Offerings,Parking,Payments,Pets,Planning,Popular For,Service Options
31,https://www.google.com/maps/place/Limoncello/data=!4m7!3m6!1s0x31421832faa42f33:0x55d6a8dccffca6c9!8m2!3d16.0639709!4d108.2233008!16s%2Fg%2F11b5wkdl2_!19sChIJMy-k-jIYQjERyab8z9yo1lU?authuser=0&hl=en&rclk=1,Limoncello,Italian restaurant,4.5,1410,02363561064,₫200–300K,"212 Trần Phú, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.0639375,108.22331249999999,10/7/2025 18:30,"[""Has wheelchair-accessible seating""]","[""Has bar on site"", ""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet"", ""Romantic"", ""Trendy""]","[""Good for kids"", ""High chairs available""]","[""Family friendly"", ""Good for groups"", ""Popular with tourists""]","[""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],"[""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves late-night food"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Somewhat difficult to find a space""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]",[],"[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
32,https://www.google.com/maps/place/City+High+Dining/data=!4m7!3m6!1s0x314219aa82e091d1:0x2190811db3973e4!8m2!3d16.0700798!4d108.217369!16s%2Fg%2F11g00w3254!19sChIJ0ZHggqoZQjER5HM52xEIGQI?authuser=0&hl=en&rclk=1,City High Dining,Restaurant,4.8,293,0898999420,"₫1,000,000+","Đối diện 27/9, Ng. Gia Tự, Hải Châu, Đà Nẵng 550000",16.0700625,108.2173125,10/7/2025 18:30,"[""No wheelchair-accessible car park"", ""No wheelchair-accessible entrance""]","[""Has bar on site"", ""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Cosy"", ""Quiet"", ""Romantic""]",[],"[""Good for groups"", ""Popular with tourists""]","[""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],"[""Serves great cocktails"", ""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Serves cocktails"", ""Serves coffee"", ""Has private dining room"", ""Serves small plates"", ""Serves spirits"", ""Serves wine""]",[],"[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments""]",[],"[""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for dinner"", ""Good for solo dining""]","[""Serves dine-in"", ""On-site services not available""]"
33,https://www.google.com/maps/place/Sangha/data=!4m7!3m6!1s0x3142191cd40a0aab:0xe2fdbf991b666f48!8m2!3d16.062986!4d108.2202384!16s%2Fg%2F11qnlkz3mn!19sChIJqwoK1BwZQjERSG9mG5m__eI?authuser=0&hl=en&rclk=1,Sangha,Vegetarian restaurant,4.6,580,02363836979,₫200–300K,"84 Hoàng Văn Thụ, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.062937499999997,108.2201875,10/7/2025 18:30,"[""Has wheelchair-accessible toilet""]","[""Has toilet""]","[""Casual"", ""Cosy"", ""Quiet"", ""Upmarket""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],"[""Serves great dessert"", ""Has great tea selection""]","[""Always offers all that you can eat"", ""Quick bite"", ""Serves small plates"", ""Serves vegetarian dishes""]","[""Free multi-storey car park"", ""Free of charge street parking"", ""Free parking lot"", ""Valet parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]",[],"[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""On-site services available"", ""Offers takeaway"", ""Serves dine-in""]"
36,https://www.google.com/maps/place/Vinh+Hanh+Hong+Kong+Style+Restaurant/data=!4m7!3m6!1s0x3142183360a83507:0x59834eb214c7cdf9!8m2!3d16.065516!4d108.219958!16s%2Fg%2F11btmcblw3!19sChIJBzWoYDMYQjER-c3HFLJOg1k?authuser=0&hl=en&rclk=1,Vinh Hanh Hong Kong Style Restaurant,Cantonese restaurant,4.4,223,02367303389,₫₫,"92 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.0655625,108.2199375,10/3/2025 14:01,[],"[""Has toilet""]","[""Casual"", ""Cosy""]","[""Good for kids"", ""High chairs available""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],[],"[""Serves beer"", ""Serves coffee"", ""Quick bite"", ""Serves small plates""]","[""Free of charge street parking"", ""Plenty of parking""]","[""Accepts credit cards"", ""Credit cards""]",[],"[""Reservations required"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
38,https://www.google.com/maps/place/YALLA+HALAL+RESTAURANT+%28Arabic+%26+Vietnamese+%26+Seafood%29/data=!4m7!3m6!1s0x314219150889e1d3:0x7e059d8d1a8bda8e!8m2!3d16.066281!4d108.2296943!16s%2Fg%2F11xrpfzksn!19sChIJ0-GJCBUZQjERjtqLGo2dBX4?authuser=0&hl=en&rclk=1,YALLA HALAL RESTAURANT (Arabic & Vietnamese & Seafood),Halal restaurant,4.9,62,0702679126,,"393 Đ. Trần Hưng Đạo, An Hải, Sơn Trà, Đà Nẵng 550000",16.066312500000002,108.2296875,10/7/2025 18:30,[],[],[],[],[],"[""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has seating"", ""Has table service""]",[],[],"[""Serves halal food""]",[],"[""Accepts credit cards"", ""Accepts debit cards"", ""Credit cards""]","[""Dogs allowed outside""]",[],[],"[""Offers delivery"", ""On-site services available"", ""Offers takeaway"", ""Serves dine-in""]"
39,https://www.google.com/maps/place/Irini/data=!4m7!3m6!1s0x314217ce56e3e819:0x381267c5857613be!8m2!3d16.0472956!4d108.2433356!16s%2Fg%2F11h3vdnx9r!19sChIJGejjVs4XQjERvhN2hcVnEjg?authuser=0&hl=en&rclk=1,Irini,Greek restaurant,4.7,1171,0355055032,₫100–200K,"41 Ngô Thì Sĩ, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000",16.047312499999997,108.2433125,10/1/2025 14:48,"[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet"", ""Romantic"", ""Trendy""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],"[""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list"", ""Has live music""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves happy-hour drinks"", ""Serves happy-hour food"", ""Quick bite"", ""Has salad bar"", ""Serves small plates"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed inside"", ""Dogs allowed outside""]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Serves dine-in""]"
40,https://www.google.com/maps/place/UNDER+THE+SEA+-+Korean+Bistro/data=!4m7!3m6!1s0x314217e5b6bb7afb:0x72d5936cd00153db!8m2!3d16.0781946!4d108.244313!16s%2Fg%2F11sjcchp80!19sChIJ-3q7tuUXQjER21MB0GyT1XI?authuser=0&hl=en&rclk=1,UNDER THE SEA - Korean Bistro,Restaurant,4.9,388,0353589645,,"29 Đỗ Thế Chấp, Phước Mỹ, Sơn Trà, Đà Nẵng 550000",16.0781875,108.24431249999999,10/7/2025 18:30,[],"[""Has bar on site"", ""Has toilet""]","[""Casual"", ""Cosy"", ""Romantic"", ""Trendy""]","[""High chairs available""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists""]","[""Serves dinner"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],"[""Has great beer selection"", ""Serves great cocktails"", ""Serves great dessert""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves happy-hour drinks"", ""Serves late-night food"", ""Serves small plates"", ""Serves spirits"", ""Serves wine""]",[],"[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]",[],"[""Accepts reservations""]","[""Popular for dinner"", ""Good for solo dining""]","[""Serves dine-in""]"
41,https://www.google.com/maps/place/Bladi+Da+Nang/data=!4m7!3m6!1s0x3142170dca2068fb:0x1cf7373b579f4ca6!8m2!3d16.0620817!4d108.2419802!16s%2Fg%2F11q2vmlfl9!19sChIJ-2ggyg0XQjERpkyfVzs39xw?authuser=0&hl=en&rclk=1,Bladi Da Nang,Mediterranean restaurant,4.7,577,0912811523,,"80 Tô Hiến Thành, Phước Mỹ, Sơn Trà, Đà Nẵng 55000",16.062062500000003,108.24193749999999,10/7/2025 18:30,[],"[""Has toilet""]","[""Cosy""]","[""Good for kids""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists""]","[""Serves lunch"", ""Serves dinner"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],"[""Has great wine list""]","[""Serves alcohol"", ""Serves beer"", ""Serves coffee"", ""Serves small plates"", ""Serves wine""]","[""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]",[],"[""Reservations required"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
42,https://www.google.com/maps/place/Ba%CC%81nh+mi%CC%80+Ba%CC%80+Lan/data=!4m7!3m6!1s0x314219cc392792db:0x345d8778ae248a9d!8m2!3d16.0596327!4d108.2218006!16s%2Fg%2F11cjk3hdgq!19sChIJ25InOcwZQjERnYokrniHXTQ?authuser=0&hl=en&rclk=1,Bánh mì Bà Lan,Sandwich shop,4.2,807,0935646286,"₫1–100,000","62 Trưng Nữ Vương, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.059687500000003,108.2218125,10/7/2025 18:30,"[""No wheelchair-accessible car park"", ""No wheelchair-accessible entrance"", ""No wheelchair-accessible seating""]","[""No toilet""]","[""Casual""]",[],"[""Popular with tourists"", ""Popular with university students""]","[""Serves breakfast"", ""Serves brunch"", ""Serves dinner"", ""Has catering"", ""No table service""]",[],[],"[""Serves late-night food"", ""Quick bite""]",[],"[""Cash only""]",[],"[""Doesn't accept reservations""]","[""Popular for breakfast"", ""Popular for dinner"", ""Good for solo dining""]","[""Has drive-through"", ""Offers takeaway""]"
43,https://www.google.com/maps/place/Mr.+QU%E1%BA%BE+Beef+Pho+Vietnamese+Restaurant+Da+Nang/data=!4m7!3m6!1s0x314217007222bf97:0x992c91b4d441313!8m2!3d16.073479!4d108.2414815!16s%2Fg%2F11mcyrygbm!19sChIJl78icgAXQjERExNETRvJkgk?authuser=0&hl=en&rclk=1,Mr. QUẾ Beef Pho Vietnamese Restaurant Da Nang,Pho restaurant,4.8,450,0967768837,"₫1–100,000","38 Loseby, Phước Mỹ, Sơn Trà, Đà Nẵng 550000",16.073437499999997,108.2414375,10/4/2025 23:05,"[""Has wheelchair-accessible car park"", ""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", ""No wheelchair-accessible toilet""]","[""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]",[],"[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""LGBTQ+ friendly"", ""Transgender safe space""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Has seating""]",[],"[""Has live music"", ""Good for watching sport""]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Serves coffee"", ""Serves halal food"", ""Serves happy-hour drinks"", ""Serves late-night food"", ""Serves organic dishes"", ""Serves small plates"", ""Serves spirits"", ""Serves wine""]","[""Free parking lot"", ""Plenty of parking""]","[""Accepts cheques"", ""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed"", ""Dogs allowed inside""]","[""Accepts reservations""]",[],"[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""On-site services available"", ""Offers takeaway"", ""Serves dine-in""]"
44,"https://www.google.com/maps/place/Shamballa+Vegetarian,+Greenhouse+%26+Rooftop+Bar+-+Da+Nang/data=!4m7!3m6!1s0x314219fb83f4da6f:0x68819808031db12e!8m2!3d16.0758608!4d108.2289924!16s%2Fg%2F11jycm852w!19sChIJb9r0g_sZQjERLrEdAwiYgWg?authuser=0&hl=en&rclk=1","Shamballa Vegetarian, Greenhouse & Rooftop Bar - Da Nang",Vegetarian restaurant,4.8,746,0775648668,₫,"277 Đ. Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng 550000",16.075812499999998,108.2289375,10/7/2025 18:30,"[""Has wheelchair-accessible car park"", ""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet"", ""Romantic"", ""Trendy"", ""Upmarket""]","[""Good for kids"", ""Good for kids birthday"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Popular with university students""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[""Identifies as women-owned""]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great tea selection"", ""Has great wine list"", ""Has rooftop seating""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves halal food"", ""Serves organic dishes"", ""Has private dining room"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves vegan dishes"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]",[],"[""Accepts reservations""]","[""Popular for breakfast"", ""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""On-site services available"", ""Offers takeaway"", ""Serves dine-in""]"
45,https://www.google.com/maps/place/Big+Bowl/data=!4m7!3m6!1s0x3142195ea3f847a9:0xc64d2bba361b7702!8m2!3d16.0527532!4d108.2024109!16s%2Fg%2F11krs40_j2!19sChIJqUf4o14ZQjERAncbNrorTcY?authuser=0&hl=en&rclk=1,Big Bowl,Pho restaurant,3.7,115,0768227366,₫100–200K,"Da Nang International Airport, C-1-2, domestic departure Airside, Ward, Hòa Thuận Tây, Hải Châu, Đà Nẵng",16.0528125,108.2024375,10/7/2025 18:30,[],[],[],[],[],[],[],[],"[""Serves coffee""]",[],[],[],[],[],"[""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
46,https://www.google.com/maps/place/Tuyen+Son+Restaurant/data=!4m7!3m6!1s0x3142175f0a556fb5:0xded9f2d1a31a1e96!8m2!3d16.0605924!4d108.2050233!16s%2Fg%2F11b5qvvpkr!19sChIJtW9VCl8XQjERlh4ao9Hy2d4?authuser=0&hl=en&rclk=1,Tuyen Son Restaurant,Vietnamese restaurant,3.8,759,0905336549,₫100–200K,"148 Đ. Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng 550000",16.060562500000003,108.2050625,10/1/2025 14:48,"[""Has wheelchair-accessible toilet"", ""No wheelchair-accessible car park"", ""No wheelchair-accessible entrance""]","[""Has toilet""]","[""Casual"", ""Cosy""]","[""Good for kids"", ""Has kids' menu""]","[""Good for groups"", ""Popular with tourists""]","[""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has table service""]",[],"[""Has great beer selection"", ""Has great wine list""]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Has braille menu"", ""Serves coffee"", ""Serves halal food"", ""Serves happy-hour drinks"", ""Serves organic dishes"", ""Has private dining room"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]",[],"[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
48,https://www.google.com/maps/place/Indian+Masala+Riverside+Restaurant+%26+Bar/data=!4m7!3m6!1s0x31421900457c19ab:0x14b825a7cbe62e3a!8m2!3d16.0669116!4d108.2295199!16s%2Fg%2F11xssp3rf5!19sChIJqxl8RQAZQjEROi7my6cluBQ?authuser=0&hl=en&rclk=1,Indian Masala Riverside Restaurant & Bar,Indian restaurant,4.2,53,,,"365 Đ. Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng 550000",16.0669375,108.2295625,10/7/2025 18:31,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
49,https://www.google.com/maps/place/MAMA+MASALA+INDIAN+CUISINE+Da+Nang/data=!4m7!3m6!1s0x3142194fdd675491:0x4bf4f8d8cc2f52ed!8m2!3d16.0522449!4d108.232812!16s%2Fg%2F11ltvkzpnx!19sChIJkVRn3U8ZQjER7VIvzNj49Es?authuser=0&hl=en&rclk=1,MAMA MASALA INDIAN CUISINE Da Nang,Indian restaurant,4.8,250,0765418722,₫100–200K,"376 Đ. Trần Hưng Đạo, Street, Sơn Trà, Đà Nẵng 550000",16.052187500000002,108.2328125,10/7/2025 18:31,[],"[""Has toilet""]","[""Casual""]","[""Good for kids"", ""Has changing table(s)"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],"[""Good for watching sport""]","[""Serves coffee"", ""Serves halal food"", ""Quick bite"", ""Serves small plates"", ""Serves vegetarian dishes""]","[""Free of charge street parking"", ""Free parking lot"", ""On-site parking"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts NFC mobile payments""]",[],"[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
52,https://www.google.com/maps/place/Banh+Xeo+Cuoi+Restaurant+%28Authentic+Vietnamese+Cuisines%29+-+Banh+Mi+-+Bun+Cha+%26+Ha+Noi+Egg+Coffee/data=!4m7!3m6!1s0x3142176fe1b2722d:0x5e6dbfe9bbf4d411!8m2!3d16.0656783!4d108.2236985!16s%2Fg%2F11yj5s13z3!19sChIJLXKy4W8XQjEREdT0u-m_bV4?authuser=0&hl=en&rclk=1,Banh Xeo Cuoi Restaurant (Authentic Vietnamese Cuisines) - Banh Mi - Bun Cha & Ha Noi Egg Coffee,Restaurant,4.9,435,0386361605,₫100–200K,"197 Trần Phú, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.065687500000003,108.2236875,10/7/2025 18:32,[],[],[],[],[],[],[],[],"[""Serves alcohol"", ""Serves beer"", ""Serves coffee""]",[],[],[],[],[],[]
53,https://www.google.com/maps/place/Taco+NGON/data=!4m7!3m6!1s0x3142176137db3d2f:0x57dc7b2a8774cd6d!8m2!3d16.0491329!4d108.2441683!16s%2Fg%2F11g9jr61q0!19sChIJLz3bN2EXQjERbc10hyp73Fc?authuser=0&hl=en&rclk=1,Taco NGON,Mexican restaurant,4.6,1147,0906504284,"₫1–200,000","83 Hoàng Kế Viêm, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000",16.049187500000002,108.2441875,10/3/2025 14:04,"[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating""]","[""Has toilet""]","[""Casual"", ""Cosy"", ""Trendy""]","[""Good for kids""]","[""Good for groups"", ""Popular with tourists"", ""Popular with university students""]","[""Serves lunch"", ""Serves dinner"", ""Has seating"", ""Has table service""]",[],[],"[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves late-night food"", ""Quick bite"", ""Serves small plates"", ""Serves vegetarian dishes""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Cash only""]","[""Dogs allowed""]","[""Doesn't accept reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
54,https://www.google.com/maps/place/Epic+Vietnamese+Bistro+-+Halal+Vietnamese+Food/data=!4m7!3m6!1s0x31421748beed8691:0xa8e3f0a927e77985!8m2!3d16.0488149!4d108.2453274!16s%2Fg%2F11sskyzfmn!19sChIJkYbtvkgXQjERhXnnJ6nw46g?authuser=0&hl=en&rclk=1,Epic Vietnamese Bistro - Halal Vietnamese Food,Vietnamese restaurant,4.8,1392,0935103604,₫100–200K,"10 An Thượng 5, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000",16.048812499999997,108.2453125,10/3/2025 14:04,"[""Has wheelchair-accessible seating""]","[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet""]","[""Good for kids"", ""Has changing table(s)"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[""Identifies as women-owned""]","[""Serves great coffee""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves small plates"", ""Serves spirits"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Somewhat difficult to find a space""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed outside""]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
60,https://www.google.com/maps/place/PH%E1%BB%9E+24+-+%C4%90%C3%80+N%E1%BA%B4NG/data=!4m7!3m6!1s0x314219afe5133315:0xfefd2c1ac9946afc!8m2!3d16.0533386!4d108.2024189!16s%2Fg%2F11d_d3kzls!19sChIJFTMT5a8ZQjER_GqUyRos_f4?authuser=0&hl=en&rclk=1,PHỞ 24 - ĐÀ NẴNG,Pho restaurant,3.8,172,02363991184,"₫1–100,000","Quầy B, Sân Bay Quốc Nội Đà Nẵng, Duy Tân, Hòa Thuận Tây, Hải Châu, Đà Nẵng 550000",16.053312499999997,108.2024375,10/4/2025 23:08,"[""Has wheelchair-accessible toilet""]","[""Has toilet""]","[""Casual""]","[""Good for kids""]","[""Good for groups"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""No table service""]",[],[],"[""Quick bite""]",[],"[""Accepts NFC mobile payments""]",[],[],"[""Popular for lunch"", ""Good for solo dining""]","[""Offers takeaway"", ""Serves dine-in""]"
61,https://www.google.com/maps/place/Loving+Vegan/data=!4m7!3m6!1s0x31421735bffe275d:0x5f6052a0b37a4b2!8m2!3d16.0538197!4d108.2445011!16s%2Fg%2F11fl0z496f!19sChIJXSf-vzUXQjERsqQ3CyoF9gU?authuser=0&hl=en&rclk=1,Loving Vegan,Vegan restaurant,4.7,1436,0934969461,"₫1–100,000","61 Lê Quang Đạo, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000",16.0538125,108.2445625,10/5/2025 21:37,"[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating""]","[""Has toilet""]","[""Casual"", ""Cosy"", ""Trendy""]","[""Good for kids"", ""Has changing table(s)""]","[""Good for groups"", ""Popular with tourists"", ""Popular with university students""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],"[""Serves great dessert"", ""Has great tea selection""]","[""Serves coffee"", ""Quick bite"", ""Serves small plates"", ""Serves vegan dishes"", ""Serves vegetarian dishes""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed""]","[""Accepts reservations""]","[""Popular for breakfast"", ""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
