"Restaurant_id","Url","Restaurant_name","Restaurant_type","Rating_average","Num_of_reviews","Phone","Price_level","Address","Latitude","Longitude","Crawl_date","Accessibility","Amenities","Atmosphere","Children","Crowd","Dining Options","From The Business","Highlights","Offerings","Parking","Payments","Pets","Planning","Popular For","Service Options"
"41","https://www.google.com/maps/place/Bladi+Da+Nang/data=!4m7!3m6!1s0x3142170dca2068fb:0x1cf7373b579f4ca6!8m2!3d16.0620817!4d108.2419802!16s%2Fg%2F11q2vmlfl9!19sChIJ-2ggyg0XQjERpkyfVzs39xw?authuser=0&hl=en&rclk=1","Bladi Da Nang","Mediterranean restaurant","4.7",570,"0912811523","","80 Tô Hiến Thành, Phước Mỹ, Sơn Trà, Đà Nẵng 55000",16.062062500000003,108.24193749999999,"2025-10-03 14:01:23","[]","[""Has toilet""]","[""Cosy""]","[""Good for kids""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists""]","[""Serves lunch"", ""Serves dinner"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great wine list""]","[""Serves alcohol"", ""Serves beer"", ""Serves coffee"", ""Serves small plates"", ""Serves wine""]","[""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Reservations required"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"42","https://www.google.com/maps/place/Ba%CC%81nh+mi%CC%80+Ba%CC%80+Lan/data=!4m7!3m6!1s0x314219cc392792db:0x345d8778ae248a9d!8m2!3d16.0596327!4d108.2218006!16s%2Fg%2F11cjk3hdgq!19sChIJ25InOcwZQjERnYokrniHXTQ?authuser=0&hl=en&rclk=1","Bánh mì Bà Lan","Sandwich shop","4.2",806,"0935646286","₫1–100,000","62 Trưng Nữ Vương, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.059687500000003,108.2218125,"2025-10-03 14:01:26","[""No wheelchair-accessible car park"", ""No wheelchair-accessible entrance"", ""No wheelchair-accessible seating""]","[""No toilet""]","[""Casual""]","[]","[""Popular with tourists"", ""Popular with university students""]","[""Serves breakfast"", ""Serves brunch"", ""Serves dinner"", ""Has catering"", ""No table service""]","[]","[]","[""Serves late-night food"", ""Quick bite""]","[]","[""Cash only""]","[]","[""Doesn't accept reservations""]","[""Popular for breakfast"", ""Popular for dinner"", ""Good for solo dining""]","[""Has drive-through"", ""Offers takeaway""]"
"43","https://www.google.com/maps/place/Mr.+QU%E1%BA%BE+Beef+Pho+Vietnamese+Restaurant+Da+Nang/data=!4m7!3m6!1s0x314217007222bf97:0x992c91b4d441313!8m2!3d16.073479!4d108.2414815!16s%2Fg%2F11mcyrygbm!19sChIJl78icgAXQjERExNETRvJkgk?authuser=0&hl=en&rclk=1","Mr. QUẾ Beef Pho Vietnamese Restaurant Da Nang","Pho restaurant","4.8",448,"0967768837","₫1–100,000","38 Loseby, Phước Mỹ, Sơn Trà, Đà Nẵng 550000",16.073437499999997,108.2414375,"2025-10-03 14:01:30","[""Has wheelchair-accessible car park"", ""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", ""No wheelchair-accessible toilet""]","[""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""LGBTQ+ friendly"", ""Transgender safe space""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Has seating""]","[]","[""Has live music"", ""Good for watching sport""]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Serves coffee"", ""Serves halal food"", ""Serves happy-hour drinks"", ""Serves late-night food"", ""Serves organic dishes"", ""Serves small plates"", ""Serves spirits"", ""Serves wine""]","[""Free parking lot"", ""Plenty of parking""]","[""Accepts cheques"", ""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed"", ""Dogs allowed inside""]","[""Accepts reservations""]","[]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""On-site services available"", ""Offers takeaway"", ""Serves dine-in""]"
"44","https://www.google.com/maps/place/Shamballa+Vegetarian,+Greenhouse+%26+Rooftop+Bar+-+Da+Nang/data=!4m7!3m6!1s0x314219fb83f4da6f:0x68819808031db12e!8m2!3d16.0758608!4d108.2289924!16s%2Fg%2F11jycm852w!19sChIJb9r0g_sZQjERLrEdAwiYgWg?authuser=0&hl=en&rclk=1","Shamballa Vegetarian, Greenhouse & Rooftop Bar - Da Nang","Vegetarian restaurant","4.8",744,"0775648668","₫","277 Đ. Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng 550000",16.075812499999998,108.2289375,"2025-10-03 14:01:33","[""Has wheelchair-accessible car park"", ""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet"", ""Romantic"", ""Trendy"", ""Upmarket""]","[""Good for kids"", ""Good for kids birthday"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Popular with university students""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[""Identifies as women-owned""]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great tea selection"", ""Has great wine list"", ""Has rooftop seating""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves halal food"", ""Serves organic dishes"", ""Has private dining room"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves vegan dishes"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Accepts reservations""]","[""Popular for breakfast"", ""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""On-site services available"", ""Offers takeaway"", ""Serves dine-in""]"
"45","https://www.google.com/maps/place/Big+Bowl/data=!4m7!3m6!1s0x3142195ea3f847a9:0xc64d2bba361b7702!8m2!3d16.0527532!4d108.2024109!16s%2Fg%2F11krs40_j2!19sChIJqUf4o14ZQjERAncbNrorTcY?authuser=0&hl=en&rclk=1","Big Bowl","Pho restaurant","3.7",114,"0768227366","₫100–200K","Da Nang International Airport, C-1-2, domestic departure Airside, Ward, Hòa Thuận Tây, Hải Châu, Đà Nẵng",16.0528125,108.2024375,"10/1/2025 14:48","[]","[]","[]","[]","[]","[]","[]","[]","[""Serves coffee""]","[]","[]","[]","[]","[]","[""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"46","https://www.google.com/maps/place/Tuyen+Son+Restaurant/data=!4m7!3m6!1s0x3142175f0a556fb5:0xded9f2d1a31a1e96!8m2!3d16.0605924!4d108.2050233!16s%2Fg%2F11b5qvvpkr!19sChIJtW9VCl8XQjERlh4ao9Hy2d4?authuser=0&hl=en&rclk=1","Tuyen Son Restaurant","Vietnamese restaurant","3.8",759,"0905336549","₫100–200K","148 Đ. Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng 550000",16.060562500000003,108.2050625,"10/1/2025 14:48","[""Has wheelchair-accessible toilet"", ""No wheelchair-accessible car park"", ""No wheelchair-accessible entrance""]","[""Has toilet""]","[""Casual"", ""Cosy""]","[""Good for kids"", ""Has kids' menu""]","[""Good for groups"", ""Popular with tourists""]","[""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has table service""]","[]","[""Has great beer selection"", ""Has great wine list""]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Has braille menu"", ""Serves coffee"", ""Serves halal food"", ""Serves happy-hour drinks"", ""Serves organic dishes"", ""Has private dining room"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"47","https://www.google.com/maps/place/Phi+Lu+1+Restaurant/data=!4m7!3m6!1s0x3142183377c1ecc3:0xd739b07453f05636!8m2!3d16.0670752!4d108.2210243!16s%2Fg%2F1td9b79t!19sChIJw-zBdzMYQjERNlbwU3SwOdc?authuser=0&hl=en&rclk=1","Phi Lu 1 Restaurant","Restaurant","4.3",1505,"02363868868","₫100–200K","225 Nguyễn Chí Thanh, Hải Châu, Đà Nẵng 55000",16.0670625,108.2210625,"2025-10-03 14:01:42","[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Cosy"", ""Upmarket""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Has private dining room"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts cheques"", ""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Brunch reservations recommended"", ""Lunch reservations recommended"", ""Dinner reservations recommended"", ""Accepts reservations"", ""Usually has a wait""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"48","https://www.google.com/maps/place/Indian+Masala+Riverside+Restaurant+%26+Bar/data=!4m7!3m6!1s0x31421900457c19ab:0x14b825a7cbe62e3a!8m2!3d16.0669116!4d108.2295199!16s%2Fg%2F11xssp3rf5!19sChIJqxl8RQAZQjEROi7my6cluBQ?authuser=0&hl=en&rclk=1","Indian Masala Riverside Restaurant & Bar","Indian restaurant","4.8",32,"","","365 Đ. Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng 550000",16.0669375,108.2295625,"9/29/2025 9:18","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"49","https://www.google.com/maps/place/MAMA+MASALA+INDIAN+CUISINE+Da+Nang/data=!4m7!3m6!1s0x3142194fdd675491:0x4bf4f8d8cc2f52ed!8m2!3d16.0522449!4d108.232812!16s%2Fg%2F11ltvkzpnx!19sChIJkVRn3U8ZQjER7VIvzNj49Es?authuser=0&hl=en&rclk=1","MAMA MASALA INDIAN CUISINE Da Nang","Indian restaurant","4.8",247,"0765418722","₫100–200K","376 Đ. Trần Hưng Đạo, Street, Sơn Trà, Đà Nẵng 550000",16.052187500000002,108.2328125,"10/1/2025 14:49","[]","[""Has toilet""]","[""Casual""]","[""Good for kids"", ""Has changing table(s)"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Good for watching sport""]","[""Serves coffee"", ""Serves halal food"", ""Quick bite"", ""Serves small plates"", ""Serves vegetarian dishes""]","[""Free of charge street parking"", ""Free parking lot"", ""On-site parking"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts NFC mobile payments""]","[]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"50","https://www.google.com/maps/place/Le+Bambino/data=!4m7!3m6!1s0x3142183a7be29cbf:0x547dd886c8e23dc0!8m2!3d16.0745833!4d108.2166951!16s%2Fg%2F1pzt__gq4!19sChIJv5ziezoYQjERwD3iyIbYfVQ?authuser=0&hl=en&rclk=1","Le Bambino","Nhà hàng Le Bambino","4.3",545,"02363896386","","122/11 Quang Trung, Thạch Thang, Hải Châu, Đà Nẵng 550000",16.0745625,108.21668749999999,"9/29/2025 9:18","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"51","https://www.google.com/maps/place/Family+Indian+Restaurant/data=!4m7!3m6!1s0x31421780c4dcd879:0x9684675aa6ad9869!8m2!3d16.0669271!4d108.2433426!16s%2Fg%2F11cr_hkggc!19sChIJedjcxIAXQjERaZitplpnhJY?authuser=0&hl=en&rclk=1","Family Indian Restaurant","Family Indian Halal Restaurant","4.4",2409,"0942605254","₫₫","231 Hồ Nghinh, Phước Mỹ, Sơn Trà, Đà Nẵng 550000",16.0669375,108.2433125,"2025-10-03 14:03:50","[""Has wheelchair-accessible seating""]","[]","[""Casual"", ""Cosy"", ""Quiet"", ""Trendy""]","[""Good for kids"", ""Has kids' menu""]","[""Good for groups"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great dessert"", ""Has great tea selection""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves halal food"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves vegan dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"52","https://www.google.com/maps/place/Banh+Xeo+Cuoi+Restaurant+%28Authentic+Vietnamese+Cuisines%29+-+Banh+Mi+-+Bun+Cha+%26+Ha+Noi+Egg+Coffee/data=!4m7!3m6!1s0x3142176fe1b2722d:0x5e6dbfe9bbf4d411!8m2!3d16.0656783!4d108.2236985!16s%2Fg%2F11yj5s13z3!19sChIJLXKy4W8XQjEREdT0u-m_bV4?authuser=0&hl=en&rclk=1","Banh Xeo Cuoi Restaurant (Authentic Vietnamese Cuisines) - Banh Mi - Bun Cha & Ha Noi Egg Coffee","Restaurant","4.9",435,"0386361605","₫100–200K","197 Trần Phú, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.065687500000003,108.2236875,"2025-10-03 14:04:23","[]","[]","[]","[]","[]","[]","[]","[]","[""Serves alcohol"", ""Serves beer"", ""Serves coffee""]","[]","[]","[]","[]","[]","[]"
"53","https://www.google.com/maps/place/Taco+NGON/data=!4m7!3m6!1s0x3142176137db3d2f:0x57dc7b2a8774cd6d!8m2!3d16.0491329!4d108.2441683!16s%2Fg%2F11g9jr61q0!19sChIJLz3bN2EXQjERbc10hyp73Fc?authuser=0&hl=en&rclk=1","Taco NGON","Mexican restaurant","4.6",1147,"0906504284","₫1–200,000","83 Hoàng Kế Viêm, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000",16.049187500000002,108.2441875,"2025-10-03 14:04:28","[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating""]","[""Has toilet""]","[""Casual"", ""Cosy"", ""Trendy""]","[""Good for kids""]","[""Good for groups"", ""Popular with tourists"", ""Popular with university students""]","[""Serves lunch"", ""Serves dinner"", ""Has seating"", ""Has table service""]","[]","[]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves late-night food"", ""Quick bite"", ""Serves small plates"", ""Serves vegetarian dishes""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Cash only""]","[""Dogs allowed""]","[""Doesn't accept reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"54","https://www.google.com/maps/place/Epic+Vietnamese+Bistro+-+Halal+Vietnamese+Food/data=!4m7!3m6!1s0x31421748beed8691:0xa8e3f0a927e77985!8m2!3d16.0488149!4d108.2453274!16s%2Fg%2F11sskyzfmn!19sChIJkYbtvkgXQjERhXnnJ6nw46g?authuser=0&hl=en&rclk=1","Epic Vietnamese Bistro - Halal Vietnamese Food","Vietnamese restaurant","4.8",1392,"0935103604","₫100–200K","10 An Thượng 5, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000",16.048812499999997,108.2453125,"2025-10-03 14:04:33","[""Has wheelchair-accessible seating""]","[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet""]","[""Good for kids"", ""Has changing table(s)"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[""Identifies as women-owned""]","[""Serves great coffee""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves small plates"", ""Serves spirits"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Somewhat difficult to find a space""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed outside""]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
"55","https://www.google.com/maps/place/EMO%27S+HOMECOOKED+VIETNAMESE+CUISINE/data=!4m7!3m6!1s0x314217641a07b4ef:0xe08cfd4c0fee906f!8m2!3d16.0581569!4d108.2454323!16s%2Fg%2F11d_tz40q7!19sChIJ77QHGmQXQjERb5DuD0z9jOA?authuser=0&hl=en&rclk=1","EMO'S HOMECOOKED VIETNAMESE CUISINE","Vietnamese restaurant","4.8",2604,"0934844988","₫100–200K","Đường Mỹ Khê 4, Phước Mỹ, Sơn Trà, Đà Nẵng 550000",16.058187500000003,108.2454375,"2025-10-03 14:04:38","[""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has bar on site"", ""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Trendy""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space"", ""Popular with university students""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great tea selection""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves happy-hour drinks"", ""Serves happy-hour food"", ""Serves late-night food"", ""Serves organic dishes"", ""Quick bite"", ""Has salad bar"", ""Serves small plates"", ""Serves spirits"", ""Serves vegan dishes"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed""]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"56","https://www.google.com/maps/place/B%C3%A1nh+X%C3%A8o+B%C3%A0+D%C6%B0%E1%BB%A1ng/data=!4m7!3m6!1s0x314219ca278828ad:0xe50ace1cbe8f6f9f!8m2!3d16.0588772!4d108.216166!16s%2Fg%2F11csqxxgqn!19sChIJrSiIJ8oZQjERn2-PvhzOCuU?authuser=0&hl=en&rclk=1","Bánh Xèo Bà Dưỡng","Vietnamese restaurant","4.3",8911,"02363873168","₫1–100,000","280/23 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.0589375,108.2161875,"2025-10-03 14:04:43","[""No wheelchair-accessible car park"", ""No wheelchair-accessible entrance"", ""No wheelchair-accessible seating""]","[""Has toilet""]","[""Casual""]","[""Good for kids""]","[""Good for groups"", ""Popular with tourists"", ""Popular with university students""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has table service""]","[]","[""Has great beer selection""]","[""Serves alcohol"", ""Serves beer"", ""Serves late-night food"", ""Quick bite"", ""Serves small plates""]","[""Free parking lot""]","[]","[]","[""Accepts reservations"", ""Usually has a wait""]","[""Popular for breakfast"", ""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""On-site services available"", ""Offers takeaway"", ""Serves dine-in""]"
"57","https://www.google.com/maps/place/Pizza+4P%27s+Indochina+Da+Nang/data=!4m7!3m6!1s0x3142193cf50bef09:0x6f1b1de8e432c22e!8m2!3d16.0700193!4d108.2249075!16s%2Fg%2F11j3vtbdz8!19sChIJCe8L9TwZQjERLsIy5OgdG28?authuser=0&hl=en&rclk=1","Pizza 4P's Indochina Da Nang","Pizza restaurant","4.9",7691,"19006043","₫₫","74 Bạch Đằng, Street, Hải Châu, Đà Nẵng 550000",16.0700625,108.2249375,"2025-10-03 14:05:02","["" Does not have assistive hearing loop"", ""No wheelchair-accessible car park"", ""No wheelchair-accessible entrance"", ""No wheelchair-accessible seating"", ""No wheelchair-accessible toilet""]","[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Romantic"", ""Trendy"", ""Upmarket""]","[""Good for kids"", ""Good for kids birthday"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""Popular with tourists"", ""Popular with university students""]","[""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves happy-hour drinks"", ""Serves organic dishes"", ""Quick bite"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""On-site parking"", ""Paid parking lot"", ""Paid street parking"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Credit cards""]","[]","[""Lunch reservations recommended"", ""Reservations required"", ""Dinner reservations recommended"", ""Accepts reservations"", ""Usually has a wait""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""On-site services available"", ""Offers takeaway"", ""Serves dine-in""]"
"58","https://www.google.com/maps/place/Pizza+4P%27s+Hoang+Van+Thu/data=!4m7!3m6!1s0x314219ccdf0f40a9:0xd24d1244e66dad46!8m2!3d16.0627429!4d108.2227982!16s%2Fg%2F11c2pmpqmg!19sChIJqUAP38wZQjERRq1t5kQSTdI?authuser=0&hl=en&rclk=1","Pizza 4P's Hoang Van Thu","Pizza restaurant","4.8",11515,"19006043","₫₫","quan, 8 Hoàng Văn Thụ, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.062687500000003,108.2228125,"2025-10-03 14:05:17","["" Does not have assistive hearing loop"", ""No wheelchair-accessible car park"", ""No wheelchair-accessible entrance"", ""No wheelchair-accessible seating"", ""No wheelchair-accessible toilet""]","[""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Romantic"", ""Trendy"", ""Upmarket""]","[""Good for kids"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Popular with university students""]","[""Serves breakfast"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great tea selection"", ""Has great wine list""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves happy-hour drinks"", ""Serves organic dishes"", ""Quick bite"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""On-site parking"", ""Paid parking lot"", ""Paid street parking"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Credit cards""]","[]","[""Lunch reservations recommended"", ""Reservations required"", ""Dinner reservations recommended"", ""Accepts reservations"", ""Usually has a wait""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""On-site services available"", ""Offers takeaway"", ""Serves dine-in""]"
